"Unique Key","Created Date","Closed Date","Agency","Agency Name","Complaint Type","Descriptor","Location Type","Incident Zip","Incident Address","Street Name","Cross Street 1","Cross Street 2","Intersection Street 1","Intersection Street 2","Address Type","City","Landmark","Facility Type","Status","Due Date","Resolution Description","Resolution Action Updated Date","Community Board","BBL","Borough","X Coordinate (State Plane)","Y Coordinate (State Plane)","Open Data Channel Type","Park Facility Name","Park Borough","Vehicle Type","Taxi Company Borough","Taxi Pick Up Location","Bridge Highway Name","Bridge Highway Direction","Road Ramp","Bridge Highway Segment","Latitude","Longitude","Location"
"66359337","10/03/2025 09:39:19 AM","10/06/2025 08:57:17 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10014","128 WEST   10 STREET","WEST   10 STREET","GREENWICH AVENUE","WAVERLY PLACE","GREENWICH AVENUE","WAVERLY PLACE","ADDRESS","NEW YORK","WEST   10 STREET",,"Closed",,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).","10/06/2025 08:57:18 AM","02 MANHATTAN","1006100053","MANHATTAN","984,200","206,929","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.73464896008","-74.00018041637","(40.734648960079824, -74.00018041636791)"
"66356286","10/03/2025 09:37:21 AM","10/06/2025 08:57:13 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10014","128 WEST   10 STREET","WEST   10 STREET","GREENWICH AVENUE","WAVERLY PLACE","GREENWICH AVENUE","WAVERLY PLACE","ADDRESS","NEW YORK","WEST   10 STREET",,"Closed",,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).","10/06/2025 08:57:13 AM","02 MANHATTAN","1006100053","MANHATTAN","984,200","206,929","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.73464896008","-74.00018041637","(40.734648960079824, -74.00018041636791)"
"66362382","10/03/2025 09:23:52 AM","10/04/2025 06:22:57 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10031","400 CONVENT AVENUE","CONVENT AVENUE","WEST  147 STREET","WEST  148 STREET","WEST  147 STREET","WEST  148 STREET","ADDRESS","NEW YORK","CONVENT AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","10/03/2025 07:40:28 PM","09 MANHATTAN","1020620014","MANHATTAN","999,411","240,233","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.82604660463","-73.94521900383","(40.82604660463076, -73.94521900382554)"
"66359338","10/03/2025 07:42:31 AM","10/06/2025 03:46:01 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11222","LEONARD STREET","LEONARD STREET","LEONARD STREET","MANHATTAN AVENUE","LEONARD STREET","MANHATTAN AVENUE","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","10/04/2025 10:59:00 AM","01 BROOKLYN",,"BROOKLYN","998,422","202,067","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.72129260404","-73.94887303003","(40.72129260403856, -73.94887303003198)"
"66345738","10/02/2025 08:57:07 PM","10/03/2025 02:27:47 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10031","CONVENT AVENUE","CONVENT AVENUE","CONVENT AVENUE","WEST  147 STREET","CONVENT AVENUE","WEST  147 STREET","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","10/03/2025 12:49:13 PM","09 MANHATTAN",,"MANHATTAN","999,395","240,197","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.82594782235","-73.94527689761","(40.825947822346855, -73.9452768976133)"
"66347040","10/02/2025 03:52:10 PM","10/04/2025 03:29:50 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Street","11222","221 NASSAU AVENUE","NASSAU AVENUE","RUSSELL STREET","NORTH HENRY STREET","RUSSELL STREET","NORTH HENRY STREET","ADDRESS","BROOKLYN","NASSAU AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","10/03/2025 10:31:43 AM","01 BROOKLYN","3026550033","BROOKLYN","999,853","203,675","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.7257037655","-73.9437068215","(40.725703765499304, -73.9437068214983)"
"66340673","10/01/2025 03:58:48 PM","10/02/2025 12:13:11 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11215","574 4 AVENUE","4 AVENUE","16 STREET","PROSPECT AVENUE","16 STREET","PROSPECT AVENUE","ADDRESS","BROOKLYN","4 AVENUE",,"Closed",,"The Department of Sanitation removed the items.","10/02/2025 10:30:08 AM","07 BROOKLYN","3010510033","BROOKLYN","986,364","181,912","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.66598289548","-73.9923798486","(40.665982895483374, -73.99237984860088)"
"66337978","10/01/2025 03:11:44 PM","10/03/2025 03:19:55 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10457","2047 RYER AVENUE","RYER AVENUE","EAST BURNSIDE AVENUE","EAST  180 STREET","EAST BURNSIDE AVENUE","EAST  180 STREET","ADDRESS","BRONX","RYER AVENUE",,"Closed",,"The Department of Sanitation removed the items.","10/02/2025 12:17:57 PM","05 BRONX","2031560072","BRONX","1,011,571","249,583","PHONE","Unspecified","BRONX",,,,,,,,"40.85168037827","-73.90124341327","(40.851680378265726, -73.90124341327365)"
"66322196","09/30/2025 11:41:23 AM","10/04/2025 02:26:21 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11206","132 MELROSE STREET","MELROSE STREET","STANWIX STREET","EVERGREEN AVENUE","STANWIX STREET","EVERGREEN AVENUE","ADDRESS","BROOKLYN","MELROSE STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","10/01/2025 11:45:13 AM","04 BROOKLYN","3031620021","BROOKLYN","1,002,860","194,159","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.69957880492","-73.93288434553","(40.69957880491508, -73.93288434552541)"
"66329676","09/30/2025 10:26:41 AM","10/02/2025 12:36:38 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10455","444 WILLIS AVENUE","WILLIS AVENUE","EAST  145 STREET","EAST  146 STREET","EAST  145 STREET","EAST  146 STREET","ADDRESS","BRONX","WILLIS AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","10/02/2025 10:05:05 AM","01 BRONX","2022900002","BRONX","1,006,538","235,756","ONLINE","Unspecified","BRONX",,,,,,,,"40.81374339817","-73.91948201148","(40.81374339816862, -73.91948201148091)"
"66320678","09/29/2025 02:56:11 PM","10/02/2025 12:23:56 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Traffic Island or Median","10451","110 EAST  138 STREET","EAST  138 STREET","MADISON AVE BRDG PED & BIKE PATH","EXTERIOR STREET","MADISON AVE BRDG PED & BIKE PATH","EXTERIOR STREET","ADDRESS","BRONX","EAST  138 STREET",,"Closed",,"The Department of Sanitation cleaned the location.","09/30/2025 08:38:07 AM","01 BRONX","2023230043","BRONX","1,003,193","235,716","ONLINE","Unspecified","BRONX",,,,,,,,"40.81364141521","-73.93156632001","(40.813641415205, -73.93156632000836)"
"66312289","09/29/2025 11:07:14 AM","10/04/2025 02:55:59 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Street","10457","EAST  180 STREET","EAST  180 STREET","METRO NORTH RAILROAD","WASHINGTON AVENUE","METRO NORTH RAILROAD","WASHINGTON AVENUE","BLOCKFACE",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","09/29/2025 11:47:44 PM","Unspecified BRONX",,"BRONX",,,"PHONE","Unspecified","BRONX",,,,,,,,,,
"66316667","09/29/2025 08:43:27 AM","10/03/2025 01:43:48 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Street","11105","21-24 47 STREET","47 STREET","21 AVENUE","DITMARS BOULEVARD","21 AVENUE","DITMARS BOULEVARD","ADDRESS","ASTORIA","47 STREET",,"Closed",,"The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.","09/30/2025 08:38:23 AM","01 QUEENS","4007700289","QUEENS","1,011,879","220,212","ONLINE","Unspecified","QUEENS",,,,,,,,"40.77106425073","-73.90025098818","(40.77106425073084, -73.90025098817556)"
"66315171","09/29/2025 08:09:38 AM","10/02/2025 12:55:52 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11231","524 COURT STREET","COURT STREET","NELSON STREET","HUNTINGTON STREET","NELSON STREET","HUNTINGTON STREET","ADDRESS","BROOKLYN","COURT STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","09/30/2025 10:44:45 AM","06 BROOKLYN","3003790038","BROOKLYN","984,527","185,540","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.67594119158","-73.99900137317","(40.67594119157909, -73.99900137317316)"
"66300153","09/28/2025 09:52:50 AM","10/02/2025 12:24:13 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10455","680 BROOK AVENUE","BROOK AVENUE","WESTCHESTER AVENUE","EAST  153 STREET","WESTCHESTER AVENUE","EAST  153 STREET","ADDRESS","BRONX","BROOK AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","09/30/2025 06:35:25 AM","01 BRONX",,"BRONX","1,008,208","237,143","ONLINE","Unspecified","BRONX",,,,,,,,"40.8175459519","-73.91344399518","(40.81754595189764, -73.91344399518046)"
"66291648","09/27/2025 10:17:23 AM","09/29/2025 02:51:47 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10036","325 WEST   42 STREET","WEST   42 STREET","8 AVENUE","9 AVENUE","8 AVENUE","9 AVENUE","ADDRESS","NEW YORK","WEST   42 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","09/29/2025 04:42:51 AM","04 MANHATTAN","1010330019","MANHATTAN","986,826","215,300","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.75762488032","-73.99070174253","(40.75762488032064, -73.99070174253222)"
"66295204","09/27/2025 10:10:30 AM","09/27/2025 12:57:31 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10016","362 3 AVENUE","3 AVENUE","EAST   26 STREET","EAST   27 STREET","EAST   26 STREET","EAST   27 STREET","ADDRESS","NEW YORK","3 AVENUE",,"Closed",,"The Department of Sanitation removed the items.","09/27/2025 12:45:27 PM","06 MANHATTAN","1008820045","MANHATTAN","989,345","209,226","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.7409521889","-73.98161383271","(40.74095218889615, -73.9816138327074)"
"66290430","09/27/2025 07:24:06 AM","09/27/2025 11:18:27 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10011","227 7 AVENUE","7 AVENUE","WEST   23 STREET","WEST   24 STREET","WEST   23 STREET","WEST   24 STREET","ADDRESS","NEW YORK","7 AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","09/27/2025 08:51:48 AM","04 MANHATTAN","1007990001","MANHATTAN","985,491","210,425","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.74424452539","-73.9955214208","(40.744244525390656, -73.99552142080084)"
"66283189","09/26/2025 02:10:48 PM","09/27/2025 11:46:01 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10019","417 WEST   50 STREET","WEST   50 STREET","9 AVENUE","10 AVENUE","9 AVENUE","10 AVENUE","ADDRESS","NEW YORK","WEST   50 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","09/27/2025 11:03:09 AM","04 MANHATTAN","1010600022","MANHATTAN","987,106","217,553","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.76380870117","-73.98969010523","(40.76380870116953, -73.9896901052299)"
"66284709","09/26/2025 12:47:09 PM","09/29/2025 03:06:56 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10027","461 WEST  121 STREET","WEST  121 STREET","MORNINGSIDE DRIVE","AMSTERDAM AVENUE","MORNINGSIDE DRIVE","AMSTERDAM AVENUE","ADDRESS","NEW YORK","WEST  121 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","09/27/2025 01:26:54 PM","09 MANHATTAN",,"MANHATTAN","995,750","234,352","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.80991043947","-73.95845731124","(40.80991043947349, -73.95845731124199)"
"66286097","09/26/2025 02:45:57 AM","09/26/2025 02:28:52 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Street","10018","15A WEST   37 STREET","WEST   37 STREET","5 AVENUE","AVENUE OF THE AMERICAS","5 AVENUE","AVENUE OF THE AMERICAS","ADDRESS","NEW YORK","WEST   37 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","09/26/2025 05:52:52 AM","05 MANHATTAN","1008390029","MANHATTAN","988,690","212,773","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.75068816765","-73.98397516909","(40.7506881676495, -73.98397516909118)"
"66273373","09/25/2025 06:54:55 PM","09/27/2025 11:18:32 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10019","419 WEST   50 STREET","WEST   50 STREET","9 AVENUE","10 AVENUE","9 AVENUE","10 AVENUE","ADDRESS","NEW YORK","WEST   50 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","09/26/2025 10:53:39 AM","04 MANHATTAN","1010600021","MANHATTAN","987,094","217,559","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.76382517349","-73.98973342158","(40.76382517349077, -73.98973342157656)"
"66272053","09/25/2025 06:18:00 PM","09/27/2025 03:50:55 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10455","660 BROOK AVENUE","BROOK AVENUE","WESTCHESTER AVENUE","EAST  153 STREET","WESTCHESTER AVENUE","EAST  153 STREET","ADDRESS","BRONX","BROOK AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","09/26/2025 04:30:06 AM","01 BRONX","2023590003","BRONX","1,008,164","237,046","ONLINE","Unspecified","BRONX",,,,,,,,"40.81727983348","-73.91360330491","(40.817279833483866, -73.91360330491423)"
"66270804","09/25/2025 11:01:59 AM","09/27/2025 04:26:41 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11206","928 BROADWAY","BROADWAY","MELROSE STREET","JEFFERSON STREET","MELROSE STREET","JEFFERSON STREET","ADDRESS","BROOKLYN","BROADWAY",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","09/26/2025 08:41:00 AM","03 BROOKLYN","3015840025","BROOKLYN","1,002,026","193,342","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.69733804558","-73.93589426298","(40.69733804558292, -73.93589426297957)"
"66269513","09/25/2025 08:41:21 AM","09/26/2025 02:30:00 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10014","18 GAY STREET","GAY STREET","WAVERLY PLACE","CHRISTOPHER STREET","WAVERLY PLACE","CHRISTOPHER STREET","ADDRESS","NEW YORK","GAY STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","09/26/2025 05:44:02 AM","02 MANHATTAN","1005930044","MANHATTAN","984,136","206,566","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.73365261385","-74.00041134317","(40.733652613850985, -74.00041134316808)"
"66268238","09/25/2025 08:22:44 AM","09/26/2025 02:29:01 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10018","252 WEST   38 STREET","WEST   38 STREET","7 AVENUE","8 AVENUE","7 AVENUE","8 AVENUE","ADDRESS","NEW YORK","WEST   38 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","09/26/2025 12:21:45 AM","05 MANHATTAN","1007870070","MANHATTAN","986,944","214,027","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.75413078434","-73.9902763231","(40.75413078434484, -73.99027632310336)"
"66270805","09/25/2025 08:17:04 AM","09/29/2025 09:09:13 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10002","192 EAST BROADWAY","EAST BROADWAY","JEFFERSON STREET","CLINTON STREET","JEFFERSON STREET","CLINTON STREET","ADDRESS","NEW YORK","EAST BROADWAY",,"Closed",,"The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.","09/29/2025 09:09:13 AM","03 MANHATTAN","1003110031","MANHATTAN","987,394","199,478","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.71419721372","-73.9886588997","(40.714197213721604, -73.98865889969987)"
"66265767","09/24/2025 10:02:23 AM","09/26/2025 02:56:53 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Gutter","10458","363 EAST  197 STREET","EAST  197 STREET","MARION AVENUE","BEND","MARION AVENUE","BEND","ADDRESS","BRONX","EAST  197 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","09/25/2025 08:33:28 AM","07 BRONX","2032830104","BRONX","1,015,221","254,817","PHONE","Unspecified","BRONX",,,,,,,,"40.86603407674","-73.88802567206","(40.86603407673533, -73.88802567206338)"
"66264550","09/24/2025 10:01:49 AM","09/24/2025 12:06:27 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Gutter","10010","11 MADISON AVENUE","MADISON AVENUE","EAST   24 STREET","EAST   25 STREET","EAST   24 STREET","EAST   25 STREET","ADDRESS","NEW YORK","MADISON AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.","09/24/2025 12:06:27 PM","05 MANHATTAN","1008547501","MANHATTAN","987,728","209,468","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.74161720239","-73.98744892485","(40.74161720239158, -73.98744892485378)"
"66263318","09/24/2025 08:04:57 AM","09/27/2025 04:23:51 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11211","376 UNION AVENUE","UNION AVENUE","GRAND STREET","HOPE STREET","GRAND STREET","HOPE STREET","ADDRESS","BROOKLYN","UNION AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","09/26/2025 01:16:40 PM","01 BROOKLYN","3027790004","BROOKLYN","997,777","198,529","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.71158265294","-73.95120704397","(40.71158265294376, -73.95120704396774)"
"66248898","09/23/2025 07:11:01 PM","09/24/2025 12:43:23 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10019","415 WEST   50 STREET","WEST   50 STREET","9 AVENUE","10 AVENUE","9 AVENUE","10 AVENUE","ADDRESS","NEW YORK","WEST   50 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","09/24/2025 10:33:39 AM","04 MANHATTAN","1010600023","MANHATTAN","987,117","217,547","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.76379222916","-73.98965039881","(40.7637922291563, -73.98965039881087)"
"66250217","09/23/2025 05:07:07 PM","10/02/2025 01:01:45 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11217","136 DOUGLASS STREET","DOUGLASS STREET","HOYT STREET","BOND STREET","HOYT STREET","BOND STREET","ADDRESS","BROOKLYN","DOUGLASS STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","09/24/2025 03:57:16 AM","06 BROOKLYN","3004160017","BROOKLYN","987,109","187,893","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.68239918619","-73.9896918751","(40.68239918619245, -73.9896918751003)"
